@RELATION ARFF_TRAINING

@ATTRIBUTE word STRING
@ATTRIBUTE commonfirstname1 {T, F}
@ATTRIBUTE commonlastname1 {T, F}
@ATTRIBUTE dictionaryfeature1 {T, F}
@ATTRIBUTE killword1 {T, F}
@ATTRIBUTE honorific1 {T, F}
@ATTRIBUTE location1 {T, F}
@ATTRIBUTE prefix1 {T, F}
@ATTRIBUTE suffix1 {T, F}
@ATTRIBUTE authorfirstname1 {T, F}
@ATTRIBUTE authorlastname1 {T, F}
@ATTRIBUTE partofspeech1 {period, comma, hyphen, conjunction, article, other}
@ATTRIBUTE lexicalfeature1 {number, punct, CapLetter, capitalized, AllCaps}
@ATTRIBUTE commonfirstname2 {T, F}
@ATTRIBUTE commonlastname2 {T, F}
@ATTRIBUTE dictionaryfeature2 {T, F}
@ATTRIBUTE killword2 {T, F}
@ATTRIBUTE honorific2 {T, F}
@ATTRIBUTE location2 {T, F}
@ATTRIBUTE prefix2 {T, F}
@ATTRIBUTE suffix2 {T, F}
@ATTRIBUTE authorfirstname2 {T, F}
@ATTRIBUTE authorlastname2 {T, F}
@ATTRIBUTE partofspeech2 {period, comma, hyphen, conjunction, article, other}
@ATTRIBUTE lexicalfeature2 {number, punct, CapLetter, capitalized, AllCaps}
@ATTRIBUTE commonfirstname3 {T, F}
@ATTRIBUTE commonlastname3 {T, F}
@ATTRIBUTE dictionaryfeature3 {T, F}
@ATTRIBUTE killword3 {T, F}
@ATTRIBUTE honorific3 {T, F}
@ATTRIBUTE location3 {T, F}
@ATTRIBUTE prefix3 {T, F}
@ATTRIBUTE suffix3 {T, F}
@ATTRIBUTE authorfirstname3 {T, F}
@ATTRIBUTE authorlastname3 {T, F}
@ATTRIBUTE partofspeech3 {period, comma, hyphen, conjunction, article, other}
@ATTRIBUTE lexicalfeature3 {number, punct, CapLetter, capitalized, AllCaps}
@ATTRIBUTE commonfirstname4 {T, F}
@ATTRIBUTE commonlastname4 {T, F}
@ATTRIBUTE dictionaryfeature4 {T, F}
@ATTRIBUTE killword4 {T, F}
@ATTRIBUTE honorific4 {T, F}
@ATTRIBUTE location4 {T, F}
@ATTRIBUTE prefix4 {T, F}
@ATTRIBUTE suffix4 {T, F}
@ATTRIBUTE authorfirstname4 {T, F}
@ATTRIBUTE authorlastname4 {T, F}
@ATTRIBUTE partofspeech4 {period, comma, hyphen, conjunction, article, other}
@ATTRIBUTE lexicalfeature4 {number, punct, CapLetter, capitalized, AllCaps}
@ATTRIBUTE commonfirstname5 {T, F}
@ATTRIBUTE commonlastname5 {T, F}
@ATTRIBUTE dictionaryfeature5 {T, F}
@ATTRIBUTE killword5 {T, F}
@ATTRIBUTE honorific5 {T, F}
@ATTRIBUTE location5 {T, F}
@ATTRIBUTE prefix5 {T, F}
@ATTRIBUTE suffix5 {T, F}
@ATTRIBUTE authorfirstname5 {T, F}
@ATTRIBUTE authorlastname5 {T, F}
@ATTRIBUTE partofspeech5 {period, comma, hyphen, conjunction, article, other}
@ATTRIBUTE lexicalfeature5 {number, punct, CapLetter, capitalized, AllCaps}
@ATTRIBUTE classification INTEGER

@data
',', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, 0
'35', F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'0', F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, 0
''', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, T, F, F, F, F, F, T, F, conjunction, other, 0
'C', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, T, F, F, F, F, F, T, F, conjunction, other, F, F, F, F, F, F, F, F, F, F, other, number, 0
'and', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, T, F, F, F, F, F, T, F, conjunction, other, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, 0
'33', F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, T, F, F, F, F, F, T, F, conjunction, other, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'0', F, F, T, F, F, F, F, F, T, F, conjunction, other, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, 0
''', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, comma, punct, 0
'C', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, T, F, F, F, F, F, F, F, other, other, 0
',', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'respectively', F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, 0
'(', F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, number, 0
'Table', F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'1', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, , F, F, F, F, F, F, F, F, F, F, other, other, 0
')', F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'(', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, comma, punct, 0
'3', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, 0
',', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'3', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, hyphen, punct, 0
''', F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, hyphen, punct, F, F, F, F, F, F, F, F, F, F, other, AllCaps, 0
'-', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, hyphen, punct, F, F, F, F, F, F, F, F, F, F, other, AllCaps, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'MDA', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, hyphen, punct, F, F, F, F, F, F, F, F, F, F, other, AllCaps, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, period, punct, 0
')', F, F, F, F, F, F, F, F, F, F, hyphen, punct, F, F, F, F, F, F, F, F, F, F, other, AllCaps, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, 0
'.', F, F, F, F, F, F, F, F, F, F, other, AllCaps, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, other, 0
'These', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, T, other, other, 0
'polyimides', F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'had', F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'pot', F, F, F, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, 0
'lives', F, F, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, F, F, F, F, F, F, F, F, other, number, 0
'of', F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, hyphen, punct, 0
'30', F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, hyphen, punct, F, F, F, F, F, F, F, F, F, F, other, number, 0
'-', F, F, T, F, F, F, F, F, T, F, other, other, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, hyphen, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, T, F, F, F, F, F, F, F, other, other, 0
'60', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, hyphen, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, 0
'minutes', F, F, F, F, F, F, F, F, F, F, hyphen, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, F, F, F, F, F, F, F, F, other, number, 0
'at', F, F, F, F, F, F, F, F, F, F, other, number, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, 0
'26', F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, hyphen, punct, 0
'0', F, F, T, F, F, F, F, F, T, F, other, other, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, hyphen, punct, F, F, F, F, F, F, F, F, F, F, other, number, 0
'-', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, hyphen, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, 0
'28', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, hyphen, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'0', F, F, F, F, F, F, F, F, F, F, hyphen, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, 0
''', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, comma, punct, 0
'C', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, T, F, F, F, F, F, F, F, other, other, 0
',', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, T, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'enabling', F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, T, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'(', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, period, punct, 0
'3', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, number, 0
'.', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'0', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'%', F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, 0
')', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, 0
'cases', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, F, T, T, F, F, F, F, F, F, T, other, other, 0
'the', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, F, T, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, T, other, other, 0
'first', F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, F, T, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, T, other, other, F, F, F, F, F, F, F, F, F, F, comma, punct, 0
'month', F, F, T, F, F, F, F, F, T, T, article, other, F, T, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, T, other, other, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, 0
',', F, T, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, T, other, other, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'13', F, F, T, F, F, F, F, F, F, T, other, other, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, 0
'(', F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, period, punct, 0
'1', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, number, 0
'.', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'5', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'%', F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, 0
')', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, 0
'cases', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'the', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, T, F, F, F, F, F, T, T, article, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'(', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'3', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'(', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'4', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, 0
')', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'Giat', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'(', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'4', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'(', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'5', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, 0
')', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, F, F, other, CapLetter, 0
'Matra', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'D', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, other, punct, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'?', F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, other, punct, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'(', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, other, 0
'51', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'dPl', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, 0
'/', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'km', F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, , F, F, F, F, F, F, F, F, F, F, other, other, 0
')', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'(', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, T, F, F, F, F, F, T, F, other, other, 0
'5', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
